Release Month  Release Date	Release Year	Movie	Budget ($M)	Domestic ($M)	Worldwide ($M)
6	11	2010	Winter's Bone	2	6.531503	16.131552
8	15	2003	American Splendor	2	6.003587	8.685632
7	2	2004	Before Sunset	2	5.792822	11.29379
3	30	2001	Amores Perros	2	5.383834	20.883834
8	20	2003	Thirteen	2	4.601043	9.505996
1	23	2004	Touching the Void	2	4.593598	15.396525
10	8	2010	Inside Job	2	4.311834	7.799257
1	1	1938	Alexander's Ragtime Band	2	4	4
6	17	2005	Me and You and Everyone We Know	2	3.885134	8.425527
11	10	2006	Harsh Times	2	3.337931	6.225304
3	3	2000	Ghost Dog: Way of the Samurai	2	3.33023	6.03023
8	2	2002	Full Frontal	2	2.512846	3.438804
12	25	2008	Waltz with Bashir	2	2.283849	11.125664
6	28	2006	Strangers with Candy	2	2.072645	2.077844
10	4	2006	Shortbus	2	1.985292	1.985292
5	2	2008	Son of Rambow: A Home Movie	2	1.785505	10.573083
9	12	2003	The Book of Mormon Movie, Volume 1: The Journey	2	1.660865	1.660865
5	12	2000	Hamlet	2	1.577287	2.419669
7	27	2007	No End In Sight	2	1.433319	1.433319
4	30	1999	Get Real	2	1.152411	1.152411
9	7	2007	In the Shadow of the Moon	2	1.134358	1.134358
4	8	2011	Meek's Cutoff	2	0.977772	1.869928
2	11	2005	Inside Deep Throat	2	0.69188	0.69188
9	28	2001	Dinner Rush	2	0.638227	1.075504
9	24	2010	The Virginity Hit	2	0.636706	0.636706
5	15	1998	Clockwatchers	2	0.537948	0.539961
11	6	1985	Subway	2	0.390659	1.663296
4	15	2005	House of D	2	0.388532	0.466106
1	18	2008	Teeth	2	0.347578	2.350641
7	26	1996	Stonewall	2	0.304602	0.304602
9	8	2006	Sherrybaby	2	0.199176	0.622806
9	18	1998	Six-String Samurai	2	0.134624	0.134624
5	26	2000	Hum to Mohabbt Karega	2	0.121807	0.121807
4	15	2005	It's All Gone Pete Tong	2	0.12062	1.62062
1	29	2010	Saint John of Las Vegas	2	0.102645	0.102645
4	15	1998	24 7: Twenty Four Seven	2	0.072544	0.072544
10	24	2008	Roadside Romeo	2	0.055202	2.04609
5	4	2001	Eureka	2	0.049388	0.076654
7	18	2003	This Thing of Ours	2	0.037227	0.037227
3	20	2009	Super Capers	2	0.030955	0.030955
1	1	1993	Return of the Living Dead 3	2	0.021	0.021
11	20	2009	The Missing Person	2	0.017896	0.017896
2	10	2006	London	2	0.012667	0.012667
6	11	2010	Jerusalema	2	0.007294	0.007294
6	23	2006	Say Uncle	2	0.005361	0.005361
9	9	2011	Grave Encounters	2	0	2.151887
12	10	2004	Freeze Frame	2	0	0.091062
3	19	2013	Straight A's	2	0	0
3	30	2012	The Legend of Hell's Gate:  An American Conspiracy	2	0	0
8	12	1927	Wings	2	0	0
7	7	2007	Rockaway	2	0	0
4	28	1971	Bananas	2	0	0
12	31	2014	Lucky Dog	2	0	0
7	25	2008	Man on Wire	1.9	2.962242	5.617067
10	8	2010	Nowhere Boy	1.9	1.445366	7.785229
7	11	2003	Northfork	1.9	1.420578	1.44514
6	3	2011	Submarine	1.9	0.467602	4.581937
4	9	2010	The Square	1.9	0.406216	0.684214
6	29	2007	Chacun sa nuit	1.9	0.018435	0.018435
8	27	2010	The Last Exorcism	1.8	41.03435	70.1659
11	16	1976	Carrie	1.8	25.878153	25.878153
11	9	1984	A Nightmare on Elm Street	1.8	25.504513	25.504513
6	27	2012	Beasts of the Southern Wild	1.8	12.795746	21.080058
1	29	1964	Dr. Strangelove	1.8	9.16437	9.16437
1	1	1973	Battle for the Planet of the Apes	1.8	8.8	8.8
9	18	1951	A Streetcar Named Desire	1.8	8	8
8	3	1968	Hang 'em High	1.8	6.8	6.8
11	15	2002	El crimen de padre Amaro	1.8	5.719	5.719
6	15	2001	Songcatcher	1.8	3.050934	3.050934
8	23	2011	Higher Ground	1.8	0.841056	0.859182
4	22	2011	POM Wonderful Presents: The Greatest Movie Ever Sold	1.8	0.638476	0.638476
1	7	2005	Travellers and Magicians	1.8	0.506793	1.058893
1	1	1993	Ed and his Dead Mother	1.8	0.000673	0.000673
6	18	1999	Run Lola Run	1.75	7.267324	14.533173
2	7	2003	May	1.75	0.14554	0.497339
10	8	2010	I Spit on Your Grave	1.75	0.093051	1.278471
11	23	2001	In the Bedroom	1.7	35.930604	43.430604
1	1	1972	Conquest of the Planet of the Apes	1.7	9.7	9.7
10	4	2013	Grace Unplugged	1.7	2.507159	2.507159
10	1	1999	Happy, Texas	1.7	2.039192	2.891228
6	17	2005	My Summer of Love	1.7	1.000915	4.951476
6	24	2005	Yes	1.7	0.396035	0.661221
8	5	1953	From Here to Eternity	1.65	30.5	30.5
1	1	1938	You Can't Take It With You	1.644	4	4
4	9	1999	Foolish	1.6	6.026908	6.026908
1	1	1949	She Wore a Yellow Ribbon	1.6	5.4	5.4
4	7	1974	The Conversation	1.6	4.42	4.42
10	15	2010	N-Secure	1.6	2.595644	2.595644
2	1	2008	Sukkar banat	1.6	1.060591	14.25376
12	31	1989	Out of the Dark	1.6	0.419428	0.419428
1	27	2006	Bubble	1.6	0.145382	0.145382
9	23	2005	Dil Jo Bhi Kahey...	1.6	0.129319	0.129319
1	15	1999	Mississippi Mermaid	1.6	0.027795	2.627795
11	4	2005	I Love Your Work	1.6	0.003264	0.003264
4	1	2011	Insidious	1.5	54.00915	99.870886
9	12	2003	Cabin Fever	1.5	21.158188	30.351664
5	2	2007	Waitress	1.5	19.09755	22.217183
9	8	1989	Kickboxer	1.5	14.533681	14.533681
2	26	1988	Bloodsport	1.5	11.806119	11.806119
1	1	1939	Mr. Smith Goes To Washington	1.5	9	9
7	21	1995	Kids	1.5	7.412216	20.412216
10	5	2005	The Squid and the Whale	1.5	7.372734	11.191423
3	13	2002	Kissing Jessica Stein	1.5	7.025722	8.831884
10	31	1945	Spellbound	1.5	7	7
4	20	1979	Dawn of the Dead	1.5	5.1	55
9	23	1994	Exotica	1.5	5.046118	5.046118
7	26	2013	The To Do List	1.5	3.491669	3.491669
2	1	2013	The Gatekeepers	1.5	2.408553	2.408553
6	26	1998	Buffalo '66	1.5	2.380606	2.380606
3	2	1984	Repo Man	1.5	2.3	2.3
1	18	1985	Blood Simple	1.5	1.690913	2.730877
4	19	2002	Nueve Reinas	1.5	1.222889	12.412889
3	25	2005	The Ballad of Jack and Rose	1.5	0.712294	1.126258
8	31	1994	Killing Zoe	1.5	0.418953	0.418953
8	10	2001	Session 9	1.5	0.378176	1.619602
9	5	2007	I Want Someone To Eat Cheese With	1.5	0.194568	0.194568
8	19	2011	Amigo	1.5	0.184705	0.184705
2	5	1936	Modern Times	1.5	0.163245	0.163245
5	11	2007	The Salon	1.5	0.139084	0.139084
3	22	2002	Stolen Summer	1.5	0.119841	0.119841
9	28	2005	Forty Shades of Blue	1.5	0.075828	0.172569
10	9	2009	Trucker	1.5	0.052429	0.052429
5	29	2009	Pontypool	1.5	0.003865	0.031916
6	3	2011	The Lion of Judah	1.5	0	0
3	17	2006	Fetching Cody	1.5	0	0
12	31	2013	Last I Heard	1.5	0	0
12	21	1937	Snow White and the Seven Dwarfs	1.488	184.925485	184.925485
1	1	1968	Shalako	1.455	2.62	2.62
4	29	2005	Holy Girl	1.4	0.304124	1.261792
9	17	2004	Incident at Loch Ness	1.4	0.03683	0.056073
8	21	2001	Batman - The Movie	1.3778	0	0
3	5	1999	Lock, Stock and Two Smoking Barrels	1.35	3.897569	28.356188
8	19	1983	The Ballad of Gregorio Cortez	1.305	0.909	0.909
6	26	1936	San Francisco	1.3	2.868	5.273
10	9	1998	Festen	1.3	1.64778	1.64778
10	11	1996	Trees Lounge	1.3	0.749741	0.749741
5	22	2009	The Girlfriend Experience	1.3	0.69584	1.00584
3	23	2007	Journey from the Fall	1.3	0.635305	0.635305
5	5	2000	The Basket	1.3	0.609042	0.609042
3	15	1985	Def-Con 4	1.3	0.210904	0.210904
12	9	2005	Neal n' Nikki	1.3	0.100358	0.329621
12	19	2003	The Hebrew Hammer	1.3	0.077755	0.077755
4	7	2006	Simon	1.3	0.004055	1.738663
6	13	2014	Los insolitos peces gato	1.3	0.000733	0.000733
5	24	2011	Forget Me Not	1.3	0	0
1	1	1940	Rebecca	1.288	6	6
4	30	1981	Friday the 13th Part 2	1.25	21.722776	21.722776
1	1	1945	The Lost Weekend	1.25	11	11
8	31	1984	C.H.U.D.	1.25	4.7	4.7
1	21	1953	Niagara	1.25	2.5	2.5
10	28	1941	How Green Was My Valley	1.25	0	0
9	26	1975	The Rocky Horror Picture Show	1.2	139.876417	139.876417
10	29	2004	Saw	1.2	55.185045	103.096345
8	4	1989	Sex, Lies, and Videotape	1.2	24.741667	36.741667
2	22	2002	Monsoon Wedding	1.2	13.876974	27.0256
11	10	2000	You Can Count on Me	1.2	9.180275	11.142665
10	3	1955	The Trouble With Harry	1.2	7	7
7	3	1951	Strangers on a Train	1.2	7	7
12	29	1967	Il buono, il brutto, il cattivo	1.2	6.1	6.1
3	4	2003	The Day the Earth Stood Still	1.2	3.7	3.7
10	23	1992	Reservoir Dogs	1.2	2.832029	2.832029
7	7	2000	But I'm a Cheerleader	1.2	2.205627	2.629191
12	23	1956	The Wrong Man	1.2	2	2
1	1	1976	The Blue Bird	1.2	0.887	0.887
4	13	2012	Blue Like Jazz	1.2	0.595018	0.595018
11	19	1982	Q	1.2	0.255	0.255
3	21	2003	Down & Out with the Dolls	1.2	0.058936	0.058936
6	18	2004	Grand Theft Parsons	1.2	0	0
10	20	1936	Charge of the Light Brigade, The	1.2	0	0
10	7	2005	Waiting...	1.125	16.124543	18.673274
12	25	2005	Wolf Creek	1.1	16.186348	29.005064
9	4	1987	The Offspring	1.1	1.355728	1.355728
2	22	2002	Sex with Strangers	1.1	0.24774	0.24774
5	18	2012	Beyond the Black Rainbow	1.1	0.056491	0.056491
5	14	2003	Dracula: Pages from a Virgin's Diary	1.1	0.039659	0.084788
4	7	2009	Faith Like Potatoes	1.1	0	0
12	11	2009	Rocket Singh: Salesman of the Year	1.07	0.164649	5.348767
1	23	1943	Casablanca	1.039	10.4625	10.4625
11	21	1976	Rocky	1	117.235147	225
1	6	2012	The Devil Inside	1	53.261944	101.758489
10	7	1963	Tom Jones	1	37.6	37.6
2	8	1976	Taxi Driver	1	28.262574	28.262574
2	1	1980	The Fog	1	21.378361	21.378361
5	25	2012	Chernobyl Diaries	1	18.11964	38.39002
4	10	1981	The Howling	1	17.985	17.985
5	8	1963	Dr. No	1	16.067035	59.567035
9	18	1987	Hellraiser	1	14.564	14.564
9	16	2005	Cry Wolf	1	10.047674	15.943081
8	18	2000	Godzilla 2000	1	10.03739	10.03739
12	29	2010	Blue Valentine	1	9.737892	16.56624
12	2	2005	Transamerica	1	9.015303	16.553163
1	1	1956	Love Me Tender	1	9	9
1	1	1970	Beyond the Valley of the Dolls	1	9	9
1	1	1949	Sands of Iwo Jima	1	7.8	7.8
3	23	2012	October Baby	1	5.355847	5.355847
6	12	2009	Food, Inc.	1	4.417674	4.67463
8	21	1998	Next Stop, Wonderland	1	3.395581	3.465703
10	21	2011	Martha Marcy May Marlene	1	2.981038	3.531038
8	3	2005	Junebug	1	2.67801	3.557954
8	1	2008	Frozen River	1	2.511476	6.030129
11	21	2001	The Sidewalks of New York	1	2.402459	3.575308
4	24	1998	Two Girls and a Guy	1	2.057193	2.315026
9	29	2000	The Broken Hearts Club: A Romantic Comedy	1	1.744858	2.022442
6	28	2006	Who Killed the Electric Car?	1	1.678874	1.849392
7	17	1996	Walking and Talking	1	1.28748	1.615787
9	19	2003	Bubba Ho-Tep	1	1.239183	1.492895
12	7	2001	No Man's Land	1	1.067481	2.684207
10	9	1998	Slam	1	1.009819	1.087521
4	6	2001	Brigham City	1	0.852206	0.852206
12	1	2000	Panic	1	0.779137	1.425707
9	8	2000	Fiza	1	0.623791	1.179462
2	3	2010	Ajami	1	0.621859	0.621859
10	23	1998	Orgazmo	1	0.582024	0.627287
7	29	2011	The Future	1	0.568662	0.568662
2	14	2003	All the Real Girls	1	0.549666	0.70302
6	20	1997	Dream With The Fishes	1	0.542909	0.542909
10	19	2007	Wristcutters: A Love Story	1	0.446165	0.460136
5	5	2000	Luminarias	1	0.428535	0.428535
8	22	2003	The Battle of Shaker Heights	1	0.280351	0.280351
1	18	2008	Taxi to the Dark Side	1	0.274661	0.304472
9	24	2004	Guiana 1838	1	0.227241	0.227241
12	30	2002	Love Lisa	1	0.213137	0.213137
7	7	2006	Once in a Lifetime: the Extraordinary Story of the New York Cosmos	1	0.144601	0.206351
8	22	2001	Lisa Picard is Famous	1	0.113433	0.113433
10	30	2009	House of the Devil, The	1	0.101215	0.102812
9	16	2005	Chocolate: Deep Dark Secrets	1	0.049	1.549
7	1	2011	The Perfect Host	1	0.048764	0.048764
9	25	1998	The Last Big Thing	1	0.022434	0.022434
8	7	1998	Safe Men	1	0.02121	0.02121
8	31	2001	Speedway Junky	1	0.017127	0.017127
9	3	2010	16 to Life	1	0.011574	0.011574
1	17	2007	Alone with Her	1	0.010787	0.844377
3	19	1999	Sparkler	1	0.005494	0.005494
3	18	2005	The Helix...  Loaded	1	0.0037	0.0037
4	21	2006	In Her Line of Fire	1	0.000884	0.000884
12	13	2002	The Jimmy Show	1	0.000703	0.000703
5	17	2013	Black Rock	1	0	0
3	20	2012	Snow White: A Deadly Summer	1	0	0
1	29	2010	Zombies of Mass Destruction	1	0	0
12	31	2008	Steppin: The Movie	1	0	0
10	24	2003	The Party's Over	1	0	0
9	23	2005	Proud	1	0	0
9	15	2006	Jimmy and Judy	1	0	0
1	7	2014	Hidden Away	1	0	0
12	31	2014	Doc Holliday's Revenge	1	0	0
12	31	2014	A Fine Step	1	0	0
12	31	2013	Heli	1	0	0
6	1	2007	And Then Came Love	0.989	0.008158	0.008158
4	14	2006	Hard Candy	0.95	1.02464	8.267066
9	27	2002	Charly	0.95	0.814666	0.814666
7	28	1954	On the Waterfront	0.91	9.6	9.6
7	12	2013	Fruitvale Station	0.9	16.098998	16.098998
1	25	2008	4 luni, 3 saptamani si 2 zile	0.9	1.196321	11.993156
8	26	2011	Circumstance	0.9	0.454121	0.454121
8	25	2006	The Quiet	0.9	0.38142	0.38142
1	30	2004	Latter Days	0.85	0.833118	0.833118
10	25	2002	Time Changer	0.825	1.500711	1.500711
8	11	2009	London to Brighton	0.825	0	0.610776
12	31	2009	Crying With Laughter	0.82	0	0
12	30	2011	Jodaeiye Nader az Simin	0.8	7.098492	24.426169
5	10	1996	Welcome to the Dollhouse	0.8	4.198137	5.034794
3	28	2003	Raising Victor Vargas	0.8	2.073984	2.811439
8	9	2002	Pandora's Box	0.8	0.88195	0.88195
7	18	2007	Cama adentro	0.8	0.200433	0.200433
3	10	2000	Deterrence	0.8	0.144583	0.371647
5	7	2004	The Mudge Boy	0.8	0.062544	0.062544
4	11	2003	The Young Unknowns	0.8	0.058163	0.058163
6	19	2009	Dead Snow	0.8	0.046742	2.19402
2	3	2012	Kill List	0.8	0.029063	0.462206
8	6	2004	Saints and Soldiers	0.78	1.31047	1.31047
8	11	1973	American Graffiti	0.777	115	140
9	8	2006	Iraq for Sale: The War Profiteers	0.775	0	0
9	9	2011	Kevin Hart: Laugh at My Pain	0.75	7.706436	7.712436
4	13	2007	Aqua Teen Hunger Force: The Movie	0.75	5.520368	5.520368
6	8	2012	Safety Not Guaranteed	0.75	4.010957	4.413188
11	15	2002	Interview with the Assassin	0.75	0.047329	0.047329
7	1	2005	Undead	0.75	0.041196	0.22925
1	23	2009	Donkey Punch	0.75	0.019367	0.019367
6	25	1968	La mariée était en noir	0.747	0.044566	0.044566
1	1	1952	High Noon	0.73	8	8
10	14	1994	Hoop Dreams	0.7	7.768371	11.768371
6	24	2005	Rize	0.7	3.278611	4.462763
9	7	2001	L.I.E.	0.7	1.140965	1.140965
10	8	1999	Naturally Native	0.7	0.010508	0.010508
4	7	1933	King Kong (1933)	0.672	10	10
4	10	1953	House of Wax	0.658	23.8	23.8
6	19	1998	Hav Plenty	0.65	2.301777	2.301777
12	31	2012	After	0.65	0	0
9	6	1935	Top Hat	0.609	1.782	3.202
7	14	1999	The Blair Witch Project	0.6	140.539099	248.3
8	10	1977	The Kentucky Fried Movie	0.6	15	20
5	10	1967	Per qualche dollaro in più	0.6	4.3	4.3
10	31	2000	Mercy Streets	0.6	0.173599	0.173599
5	2	2014	Water & Power	0.6	0.042557	0.042557
10	19	2007	Arnolds Park	0.6	0.023616	0.023616
7	2	1999	Broken Vessels	0.6	0.01503	0.085343
8	23	2002	Crop Circles: Quest for Truth	0.6	0	0
8	11	1964	A Hard Day's Night	0.56	12.299668	12.299668
12	31	1931	Mata Hari	0.558	0.9	0.9
5	9	1980	Friday the 13th	0.55	39.754601	59.754601
4	27	1984	Love Letters	0.55	5.26999	5.26999
9	26	2008	Fireproof	0.5	33.456317	33.473297
11	15	1974	Benji	0.5	31.55956	31.55956
8	6	2004	Open Water	0.5	30.500882	55.518641
1	1	1977	Kingdom of the Spiders	0.5	17	17
5	13	2005	Mad Hot Ballroom	0.5	8.117961	9.079042
10	3	2003	The Station Agent	0.5	5.801558	9.470209
1	22	2010	To Save a Life	0.5	3.77721	3.824868
6	16	2006	Wordplay	0.5	3.12127	3.177636
10	22	1999	Beyond the Mat	0.5	2.04757	2.04757
2	1	2002	The Singles Ward	0.5	1.250798	1.250798
1	30	2004	Osama	0.5	1.127331	1.971479
6	9	2000	Groove	0.5	1.115313	1.167524
1	31	2003	The R.M.	0.5	1.111615	1.111615
7	30	1999	Twin Falls Idaho	0.5	0.985341	1.027228
8	20	2004	Mean Creek	0.5	0.603951	1.34875
2	13	1998	Hurricane Streets	0.5	0.334041	0.367582
7	12	2002	Never Again	0.5	0.307631	0.308793
11	19	1956	Shichinin no samurai	0.5	0.271736	0.271736
8	29	2003	Civil Brand	0.5	0.254293	0.254293
10	29	2010	Monsters	0.5	0.237301	5.63973
3	24	2006	Lonesome Jim	0.5	0.154187	0.602789
9	28	2012	The Other Dream Team	0.5	0.134109	0.290757
1	1	1991	Johnny Suede	0.5	0.055	0.055
10	5	2007	Finishing the Game	0.5	0.05285	0.05285
7	11	2003	The Journey	0.5	0.0198	0.0198
1	10	2003	The Slaughter Rule	0.5	0.013134	0.013134
10	21	2005	The Californians	0.5	0.004134	0.004134
12	31	2006	Fengkuang de Shitou	0.5	0	3
12	31	2010	Drones	0.5	0	0
11	2	2001	Everything Put Together	0.5	0	0
12	31	2005	Insomnia Manica	0.5	0	0
9	25	2009	Paranormal Activity	0.45	107.91881	194.183034
1	1	1991	Straight out of Brooklyn	0.45	2.712293	2.712293
3	31	2006	Brick	0.45	2.075743	4.087493
8	22	1997	Sunday	0.45	0.410919	0.450349
8	11	2006	Conversations with Other Women	0.45	0.379418	0.909061
5	9	2008	Poultrygeist: Night of the Chicken Dead	0.45	0.013804	0.013804
3	9	1933	42nd Street	0.439	1.438	2.281
8	3	1990	Metropolitan	0.43	2.938	2.938
1	21	2005	Gory Gory Hallelujah	0.425	0.012604	0.012604
6	11	2004	Napoleon Dynamite	0.4	44.540956	46.122713
5	10	1975	Monty Python and the Holy Grail	0.4	3.427696	5.028948
8	2	2006	Quinceanera	0.4	1.692693	2.522787
10	24	2008	Heroes	0.4	0.655538	0.655538
10	6	2004	Tarnation	0.4	0.592014	1.162014
10	15	2010	I Want Your Money	0.4	0.433588	0.433588
5	16	1980	Home Movies	0.4	0.089134	0.089134
7	27	2001	Jackpot	0.4	0.044452	0.044452
12	10	2004	Fabled	0.4	0.031425	0.031425
10	13	2005	The Dark Hours	0.4	0.000423	0.000423
11	4	2005	Show Me	0.4	0	0
4	1	1986	My Beautiful Laundrette	0.4	0	0
9	5	1916	Intolerance	0.385907	0	0
2	1	1929	The Broadway Melody	0.379	2.8	4.358
4	15	1983	The Evil Dead	0.375	2.4	29.4
5	21	1999	Trekkies	0.375	0.617172	0.617172
1	1	1980	Maniac	0.35	10	10
1	1	1987	American Ninja 2: The Confrontation	0.35	4	4
7	8	2005	Murderball	0.35	1.531154	1.722277
9	1	2010	My Dog Tulip	0.35	0.246574	0.311222
10	18	2006	51 Birch Street	0.35	0.084689	0.084689
11	15	2002	Revolution#9	0.35	0.009118	0.009118
4	13	1957	12 Angry Men	0.34	0	0
10	17	1978	Halloween	0.325	47	70
1	1	1934	It Happened One Night	0.325	2.5	2.5
11	24	1999	Tumbleweeds	0.312	1.350248	1.788168
3	10	2000	God's Army	0.3	2.637726	2.652515
10	17	2003	Pieces of April	0.3	2.528664	3.59057
9	20	1996	When The Cat's Away	0.3	1.652472	2.525984
12	10	2008	Wendy and Lucy	0.3	0.865695	1.416046
9	11	1998	Let's Talk About Sex	0.3	0.373615	0.373615
7	15	2005	First Morning	0.3	0.087264	0.087264
3	11	2011	3 Backyards	0.3	0.039475	0.039475
4	12	2006	Sisters in Law	0.3	0.033312	0.033312
7	19	2002	Ayurveda: Art of Being	0.3	0.016892	2.066892
8	7	1998	First Love, Last Rites	0.3	0.010876	0.010876
5	6	2005	Fighting Tommy Riley	0.3	0.010514	0.010514
4	1	1975	Death Race 2000	0.3	0	0
8	7	2013	Midnight Cabaret	0.3	0	0
3	28	2014	Locker 13	0.3	0	0
5	1	1981	Graduation Day	0.25	23.894	23.894
4	4	1997	Chasing Amy	0.25	12.006514	15.155095
6	28	2002	Lovely and Amazing	0.25	4.210379	4.695781
4	11	2003	Better Luck Tomorrow	0.25	3.80239	3.809226
10	28	2011	Like Crazy	0.25	3.395391	3.731489
6	16	1995	The Incredibly True Adventure of Two Girls in Love	0.25	2.210408	2.477155
7	14	2000	Chuck&Buck	0.25	1.055671	1.157672
3	16	2001	American Desi	0.25	0.902835	1.366235
9	11	1998	The Cube	0.25	0.48922	0.48922
3	28	1997	Love and Other Catastrophes	0.25	0.212285	0.743216
8	28	1998	I Married a Strange Person	0.25	0.203134	0.203134
7	22	2005	November	0.25	0.191862	0.191862
9	17	1999	Sugar Town	0.25	0.178095	0.178095
8	2	2013	The Canyons	0.25	0.059671	0.059671
7	15	2005	On the Outs	0.25	0.049772	0.234035
12	14	2007	Shotgun Stories	0.25	0.046026	0.166026
1	8	1999	Sticky Fingers of Time	0.25	0.018195	0.020628
5	30	2014	Test	0.25	0.011843	0.011843
10	5	2010	Rust	0.25	0	0
10	21	2008	Sunday School Musical	0.25	0	0
4	11	2014	Jesus People	0.25	0	0
1	1	1925	The Big Parade	0.245	11	22
9	15	2000	Urbania	0.225	1.032075	1.032075
11	9	2012	Burn	0.225	0.109656	0.109656
6	13	1953	The Beast from 20,000 Fathoms	0.21	5	5
7	25	1969	The Stewardesses	0.2	13.5	25
3	21	1980	Mad Max	0.2	8.75	99.75
12	24	1916	20,000 Leagues Under the Sea	0.2	8	8
10	18	1996	Swingers	0.2	4.505922	6.542637
1	18	1967	Per un pugno di dollari	0.2	3.5	3.5
2	25	2011	The Grace Card	0.2	2.430735	2.430735
2	9	1933	She Done Him Wrong	0.2	2	2
2	11	2000	Trois	0.2	1.161843	1.161843
10	22	2004	Short Cut to Nirvana: Kumbh Mela	0.2	0.381225	0.439651
10	10	2008	Call+Response	0.2	0.212989	0.212989
5	10	2002	The Business of Fancy Dancing	0.2	0.174682	0.174682
5	10	2002	Hybrid	0.2	0.162605	0.162605
6	13	2008	Baghead	0.2	0.140016	0.140016
9	10	2004	Malevolence	0.2	0.126021	0.34549
9	9	2005	Side Effects	0.2	0.044701	0.044701
10	10	2008	Good Dick	0.2	0.028835	0.040835
7	21	2006	The Case of the Grinning Cat	0.2	0.007033	0.007033
1	7	2005	Solitude	0.2	0.00626	0.00626
3	14	2014	The Word	0.2	0.003648	0.003648
6	15	2007	The Trials of Darryl Hunt	0.2	0.001217	0.001217
1	17	2008	Yesterday Was a Lie	0.2	0	0
10	19	2007	The Man From Earth	0.2	0	0
9	23	2011	Weekend	0.19	0.484592	1.577585
1	22	1999	Bacheha-Ye aseman	0.18	0.933933	1.628579
8	8	1986	She's Gotta Have It	0.175	7.137502	7.137502
7	22	2011	Another Earth	0.175	1.321194	2.102779
6	30	1979	Dolphin	0.17	0.014	0.014
9	11	2009	The Horse Boy	0.16	0.156612	0.156612
3	1	2002	The Calling	0.16	0.032092	0.032092
1	1	1971	Sweet Sweetback's Baad Asssss Song	0.15	15.2	15.2
5	16	2007	Once	0.15	9.445857	18.997174
7	19	2002	Tadpole	0.15	2.891288	3.254127
6	23	2000	Woman Chaser	0.15	0.110719	0.110719
10	18	1974	The Texas Chainsaw Massacre	0.14	26.572439	26.572439
12	20	1989	Roger & Me	0.14	6.706368	6.706368
11	16	1942	Cat People	0.134	4	8
6	15	2012	Your Sister's Sister	0.12	1.597486	3.090593
6	30	2006	The Blood of My Brother: A Story of Death in Iraq	0.12	0	0
10	1	1968	Night of the Living Dead	0.114	12	30
2	8	1915	The Birth of a Nation	0.11	10	11
10	3	2003	The Work and the Story	0.103	0.016137	0.016137
9	29	2006	Facing the Giants	0.1	10.178331	10.243159
1	1	1977	Eraserhead	0.1	7	7
3	1	1987	Hollywood Shuffle	0.1	5.228617	5.228617
9	17	1920	Over the Hill to the Poorhouse	0.1	3	3
10	9	1998	The Mighty	0.1	2.652246	6.121582
5	10	1980	Penitentiary	0.1	0.287	0.287
2	6	2004	The Lost Skeleton of Cadavra	0.1	0.110536	0.110536
11	9	2001	Keeping it Real: The Adventures of Greg Walloch	0.1	0.001358	0.001358
12	31	2014	Dude, Where's My Dog	0.1	0	0
8	30	1972	The Last House on the Left	0.087	3.1	3.1
1	28	2005	Peace, Propaganda and the Promised Land	0.07	0.00493	0.00493
12	31	2011	Absentia	0.07	0	0
7	10	1998	Pi	0.068	3.221152	4.678513
2	20	1998	I Love You  Don't Touch Me!	0.068	0.033598	0.033598
2	26	1999	20 Dates	0.066	0.541636	0.60292
5	7	2004	Super Size Me	0.065	11.529368	22.233808
1	25	2013	Supporting Characters	0.06	0.004917	0.004917
10	4	2013	The Dirties	0.055	0	0
8	9	1995	The Brothers McMullen	0.05	10.426506	10.426506
3	16	2001	Gabriela	0.05	2.335352	2.335352
11	12	2010	Tiny Furniture	0.05	0.391674	0.424149
2	22	2008	The Signal	0.05	0.25115	0.406299
12	31	2009	Big Things	0.05	0	0
10	25	2013	A True Story	0.045	0	0
10	27	2000	George Washington	0.042	0.241816	0.342722
6	21	2013	This Is Martin Bonner	0.042	0	0
8	25	2000	Smiling Fish and Goat on Fire	0.04	0.277233	0.277233
3	12	2010	The Exploding Girl	0.04	0.025572	0.025572
4	5	2002	The Last Waltz	0.035	0.321952	0.321952
10	25	2013	Her Cry: La Llorona Investigation	0.035	0	0
9	1	2006	Mutual Appreciation	0.03	0.103509	0.103509
4	29	2005	Funny Ha Ha	0.03	0.07707	0.07707
